mouse,month,treatment,hotspots,ln2volume
#281,1,No UV,0,16.13456584
#281,1,No UV,0,16.13595252
#003,1,No UV,0,16.13622969
#970,1,No UV,0,16.1388602
#022,1,No UV,0,16.14107165
#970,1,No UV,0,16.14107165
#258,1,No UV,0,16.14190007
#263,1,No UV,0,16.14245209
#281,1,No UV,0,16.14341761
#263,1,No UV,0,16.14396904
#009,1,No UV,0,16.14410687
#006,1,No UV,1,16.14548441
#258,1,No UV,0,16.14727324
#263,1,No UV,0,16.14823554
#317,1,No UV,0,16.14823554
#263,1,No UV,0,16.14851037
#317,1,No UV,0,16.14905986
#282,1,No UV,0,16.14960915
#009,1,No UV,0,16.14988371
#974,1,No UV,0,16.14988371
#974,1,No UV,0,16.15029546
#303,1,No UV,0,16.1511186
#970,1,No UV,0,16.1511186
#289,1,No UV,0,16.15139288
#970,1,No UV,0,16.15153
#006,1,No UV,0,16.1516671
#131,1,No UV,0,16.15221539
#291,1,No UV,0,16.15235244
#009,1,No UV,0,16.15331136
#006,1,No UV,0,16.15372213
#006,1,No UV,0,16.15468014
#022,1,No UV,0,16.15536404
#303,1,No UV,0,16.15536404
#009,1,No UV,0,16.15673088
#282,1,No UV,0,16.15836937
#258,1,No UV,0,16.15850583
#263,1,No UV,0,16.15905153
#970,1,No UV,0,16.1593243
#303,1,No UV,0,16.16000601
#258,1,No UV,0,16.16109607
#003,1,No UV,0,16.1620492
#317,1,No UV,0,16.16259356
#009,1,No UV,0,16.16340972
#289,1,No UV,0,16.16395356
#970,1,No UV,0,16.16463309
#281,1,No UV,0,16.16544809
#258,1,No UV,0,16.16558388
#022,1,No UV,0,16.16571966
#974,1,No UV,0,16.16585542
#009,1,No UV,1,16.16924537
#263,1,No UV,0,16.17046381
#281,1,No UV,0,16.17086973
#317,1,No UV,0,16.17127553
#974,1,No UV,0,16.17222196
#974,1,No UV,0,16.17249225
#258,1,No UV,0,16.17370795
#263,1,No UV,0,16.17451785
#258,1,No UV,0,16.17519241
#003,1,No UV,0,16.17546215
#291,1,No UV,0,16.17573184
#263,1,No UV,0,16.17586666
#289,1,No UV,0,16.17600148
#263,1,No UV,0,16.17613627
#009,1,No UV,0,16.17640584
#289,1,No UV,0,16.1765406
#974,1,No UV,0,16.1765406
#003,1,No UV,0,16.17734891
#258,1,No UV,0,16.17761824
#009,1,No UV,0,16.17775289
#009,1,No UV,0,16.17775289
#009,1,No UV,0,16.17815676
#317,1,No UV,0,16.17815676
#003,1,No UV,0,16.17869508
#009,1,No UV,0,16.17896417
#263,1,No UV,0,16.17909869
#317,1,No UV,0,16.18004
#282,1,No UV,0,16.18017442
#003,1,No UV,0,16.18312857
#009,1,No UV,0,16.18379912
#009,1,No UV,0,16.18567501
#006,1,No UV,0,16.18835063
#263,1,No UV,0,16.18915235
#263,1,No UV,0,16.18941949
#970,1,No UV,0,16.19008713
#970,1,No UV,0,16.19048756
#258,1,No UV,0,16.19248807
#258,1,No UV,0,16.19661367
#263,1,No UV,0,16.19820751
#291,1,No UV,0,16.19900377
#003,1,No UV,0,16.19940174
#289,1,No UV,0,16.20138993
#009,1,No UV,0,16.20152238
#258,1,No UV,0,16.20311081
#009,1,No UV,0,16.20337538
#317,1,No UV,0,16.2041688
#131,1,No UV,0,16.2053581
#263,1,No UV,0,16.20694232
#006,1,No UV,0,16.20720619
#970,1,No UV,0,16.20720619
#291,1,No UV,0,16.2073381
#282,1,No UV,0,16.20747001
#974,1,No UV,0,16.208393
#970,1,No UV,0,16.20918366
#974,1,No UV,0,16.21089527
#258,1,No UV,0,16.21181607
#022,1,No UV,0,16.21313048
#263,1,No UV,0,16.21391855
#974,1,No UV,0,16.21418115
#263,1,No UV,0,16.21680447
#317,1,No UV,0,16.21693551
#006,1,No UV,0,16.21706654
#317,1,No UV,0,16.21811434
#317,1,No UV,0,16.21876883
#006,1,No UV,0,16.21916139
#003,1,No UV,0,16.21929221
#317,1,No UV,0,16.21929221
#263,1,No UV,0,16.22007693
#003,1,No UV,0,16.22138383
#009,1,No UV,0,16.22203684
#281,1,No UV,0,16.22282007
#009,1,No UV,0,16.22699008
#289,1,No UV,0,16.22933043
#003,1,No UV,0,16.23023955
#974,1,No UV,0,16.23075878
#289,1,No UV,0,16.23088856
#006,1,No UV,0,16.23101833
#258,1,No UV,0,16.23257463
#263,1,No UV,0,16.2332226
#289,1,No UV,0,16.23542351
#263,1,No UV,0,16.23710429
#258,1,No UV,0,16.2373627
#258,1,No UV,0,16.23800852
#974,1,No UV,0,16.23891218
#291,1,No UV,0,16.2396863
#022,1,No UV,0,16.24046
#291,1,No UV,0,16.24174858
#974,1,No UV,0,16.24200616
#317,1,No UV,0,16.24226369
#317,1,No UV,0,16.24277862
#263,1,No UV,0,16.24329336
#282,1,No UV,0,16.24329336
#974,1,No UV,0,16.24355066
#317,1,No UV,0,16.2436793
#258,1,No UV,1,16.24496501
#009,1,No UV,0,16.24509351
#303,1,No UV,0,16.24778954
#263,1,No UV,0,16.24843071
#282,1,No UV,0,16.24881527
#974,1,No UV,0,16.24945599
#263,1,No UV,0,16.2495841
#974,1,No UV,0,16.25073656
#303,1,No UV,0,16.2517602
#131,1,No UV,0,16.25188811
#009,1,No UV,0,16.25278312
#282,1,No UV,0,16.25278312
#317,1,No UV,0,16.25431614
#281,1,No UV,0,16.25469914
#258,1,No UV,0,16.25559241
#289,1,No UV,0,16.2561026
#009,1,No UV,0,16.25737729
#009,1,No UV,0,16.25852355
#317,1,No UV,0,16.25915997
#263,1,No UV,0,16.25941445
#970,1,No UV,0,16.26094044
#317,1,No UV,0,16.26119462
#317,1,No UV,0,16.26132169
#974,1,No UV,0,16.26411441
#006,1,No UV,0,16.26424122
#022,1,No UV,0,16.26512861
#974,1,No UV,0,16.26538205
#022,1,No UV,0,16.26778749
#291,1,No UV,0,16.26867269
#009,1,No UV,0,16.27372062
#263,1,No UV,0,16.2740985
#970,1,No UV,0,16.27435037
#282,1,No UV,0,16.27447628
#970,1,No UV,0,16.27472809
#291,1,No UV,0,16.27560904
#006,1,No UV,0,16.27661519
#258,1,No UV,0,16.27674091
#022,1,No UV,0,16.28038202
#009,1,No UV,0,16.28276261
#289,1,No UV,0,16.28363867
#974,1,No UV,0,16.28376378
#970,1,No UV,0,16.28401397
#317,1,No UV,0,16.28438917
#974,1,No UV,0,16.28463924
#303,1,No UV,0,16.28501428
#009,1,No UV,0,16.28576405
#003,1,No UV,0,16.28588898
#263,1,No UV,0,16.28601389
#317,1,No UV,0,16.28763679
#974,1,No UV,0,16.28801105
#006,1,No UV,0,16.2896317
#291,1,No UV,0,16.2896317
#282,1,No UV,0,16.29013
#317,1,No UV,0,16.29212147
#003,1,No UV,0,16.29237021
#317,1,No UV,0,16.29361327
#006,1,No UV,0,16.29510353
#003,1,No UV,0,16.29634424
#970,1,No UV,0,16.29634424
#303,1,No UV,0,16.29907005
#003,1,No UV,0,16.29919382
#258,1,No UV,0,16.30129643
#006,1,No UV,0,16.30228483
#281,1,No UV,0,16.3026553
#974,1,No UV,0,16.30314912
#303,1,No UV,0,16.30376616
#006,1,No UV,0,16.3040129
#003,1,No UV,0,16.30462957
#281,1,No UV,0,16.30462957
#303,1,No UV,0,16.30697051
#009,1,No UV,0,16.3072167
#258,1,No UV,0,16.30807805
#282,1,No UV,0,16.30906182
#258,1,No UV,0,16.30918474
#970,1,No UV,0,16.30918474
#291,1,No UV,0,16.31372557
#009,1,No UV,0,16.31397062
#003,1,No UV,0,16.31446058
#131,1,No UV,0,16.31519521
#131,1,No UV,0,16.31703016
#003,1,No UV,0,16.31739687
#281,1,No UV,0,16.31751908
#282,1,No UV,0,16.31764129
#022,1,No UV,0,16.31776348
#289,1,No UV,0,16.31825216
#974,1,No UV,0,16.31898486
#317,1,No UV,0,16.31983922
#974,1,No UV,0,16.31996122
#303,1,No UV,0,16.32093693
#009,1,No UV,0,16.32239924
#317,1,No UV,1,16.32312984
#131,1,No UV,0,16.32325157
#289,1,No UV,0,16.32446832
#974,1,No UV,0,16.32483314
#263,1,No UV,0,16.32592706
#009,1,No UV,0,16.32689873
#289,1,No UV,0,16.32714155
#009,1,No UV,0,16.32811241
#009,1,No UV,0,16.32968866
#258,1,No UV,0,16.32968866
#003,1,No UV,0,16.33065781
#317,1,No UV,0,16.33077891
#974,1,No UV,0,16.33271508
#258,1,No UV,0,16.33380304
#970,1,No UV,0,16.33380304
#258,1,No UV,0,16.33416551
#009,1,No UV,0,16.33489018
#003,1,No UV,0,16.33766471
#317,1,No UV,0,16.33923057
#970,1,No UV,0,16.33935095
#009,1,No UV,0,16.34019333
#009,1,No UV,0,16.34031363
#263,1,No UV,0,16.34175644
#317,1,No UV,0,16.34271752
#317,1,No UV,0,16.34451781
#317,1,No UV,0,16.34475768
#281,1,No UV,0,16.34571676
#263,1,No UV,0,16.34595643
#009,1,No UV,0,16.34799202
#022,1,No UV,0,16.34811168
#009,1,No UV,0,16.34847057
#003,1,No UV,0,16.3502637
#317,1,No UV,0,16.35145789
#258,1,No UV,0,16.35157725
#006,1,No UV,0,16.35253181
#006,1,No UV,0,16.35527265
#003,1,No UV,0,16.35562977
#258,1,No UV,0,16.35717626
#263,1,No UV,0,16.35824593
#263,1,No UV,0,16.36062015
#009,1,No UV,0,16.36085736
#258,1,No UV,0,16.36085736
#317,1,No UV,0,16.36204281
#974,1,No UV,0,16.36239826
#003,1,No UV,0,16.3645291
#003,1,No UV,0,16.36582973
#009,1,No UV,0,16.36665679
#970,1,No UV,0,16.36925305
#289,1,No UV,0,16.37066723
#974,1,No UV,0,16.37078501
#003,1,No UV,0,16.37125606
#974,1,No UV,0,16.37149153
#022,1,No UV,0,16.37160924
#009,1,No UV,0,16.37372653
#282,1,No UV,0,16.37666206
#970,1,No UV,0,16.37689664
#291,1,No UV,0,16.37713119
#263,1,No UV,0,16.37724845
#317,1,No UV,0,16.378069
#263,1,No UV,0,16.37865481
#289,1,No UV,0,16.37865481
#022,1,No UV,0,16.37994278
#258,1,No UV,0,16.38064482
#282,1,No UV,0,16.38111266
#317,1,No UV,0,16.38134652
#289,1,No UV,0,16.38146344
#291,1,No UV,0,16.38216474
#263,1,No UV,0,16.38251526
#281,1,No UV,0,16.38333282
#263,1,No UV,0,16.38531638
#282,1,No UV,0,16.38566614
#970,1,No UV,0,16.38578271
#263,1,No UV,0,16.38636541
#303,1,No UV,0,16.38683139
#003,1,No UV,0,16.38811208
#281,1,No UV,0,16.39113465
#974,1,No UV,0,16.39125078
#003,1,No UV,0,16.3915991
#009,1,No UV,0,16.39194734
#009,1,No UV,0,16.39461438
#009,1,No UV,0,16.39484606
#258,1,No UV,0,16.39565666
#258,1,No UV,0,16.39588818
#317,1,No UV,0,16.39611966
#289,1,No UV,0,16.39762337
#317,1,No UV,0,16.39970285
#974,1,No UV,0,16.4006261
#258,1,No UV,0,16.40085682
#009,1,No UV,0,16.40177933
#009,1,No UV,0,16.40293164
#291,1,No UV,0,16.40385283
#263,1,No UV,0,16.40488847
#263,1,No UV,0,16.40500349
#258,1,No UV,0,16.40523351
#303,1,No UV,0,16.40523351
#131,1,No UV,0,16.40649798
#282,1,No UV,0,16.40672776
#281,1,No UV,0,16.40695751
#258,1,No UV,0,16.40741689
#009,1,No UV,0,16.41074305
#970,1,No UV,0,16.41280372
#281,1,No UV,0,16.41383295
#281,1,No UV,0,16.41383295
#131,1,No UV,0,16.41497568
#974,1,No UV,0,16.4161175
#009,1,No UV,0,16.41668808
#970,1,No UV,0,16.41714437
#003,1,No UV,0,16.41737247
#003,1,No UV,0,16.41817051
#009,1,No UV,0,16.41874028
#291,1,No UV,0,16.4188542
#289,1,No UV,0,16.41908203
#317,1,No UV,0,16.41919592
#263,1,No UV,0,16.42283594
#291,1,No UV,0,16.42306313
#970,1,No UV,0,16.42317672
#258,1,No UV,0,16.42351742
#263,1,No UV,0,16.42363097
#303,1,No UV,0,16.42567332
#263,1,No UV,0,16.42680671
#317,1,No UV,0,16.42703328
#258,1,No UV,0,16.42873144
#974,1,No UV,0,16.43178309
#131,1,No UV,0,16.43313731
#317,1,No UV,0,16.43381394
#974,1,No UV,0,16.43415214
#263,1,No UV,0,16.43426485
#003,1,No UV,0,16.43449025
#281,1,No UV,0,16.43505361
#303,1,No UV,0,16.43572934
#291,1,No UV,0,16.43629222
#282,1,No UV,0,16.4374173
#317,1,No UV,0,16.43786709
#974,1,No UV,0,16.43977712
#258,1,No UV,0,16.44011393
#258,1,No UV,0,16.4413482
#289,1,No UV,0,16.44414944
#263,1,No UV,0,16.44571576
#974,1,No UV,0,16.44605118
#003,1,No UV,0,16.44649829
#022,1,No UV,0,16.44728039
#006,1,No UV,0,16.44862014
#009,1,No UV,0,16.44873173
#003,1,No UV,0,16.44962415
#022,1,No UV,0,16.45029309
#303,1,No UV,0,16.45040455
#022,1,No UV,0,16.45051601
#970,1,No UV,0,16.45085031
#022,1,No UV,0,16.45096173
#263,1,No UV,0,16.45129593
#263,1,No UV,0,16.45140732
#974,1,No UV,0,16.45185276
#281,1,No UV,0,16.45341075
#281,1,No UV,0,16.45363318
#289,1,No UV,0,16.45452257
#303,1,No UV,0,16.45452257
#282,1,No UV,0,16.45663266
#970,1,No UV,0,16.45807464
#263,1,No UV,0,16.45873968
#258,1,No UV,0,16.45907208
#974,1,No UV,0,16.45907208
#258,1,No UV,0,16.45951517
#970,1,No UV,0,16.46106491
#009,1,No UV,0,16.46139678
#317,1,No UV,0,16.46239193
#258,1,No UV,0,16.46250246
#009,1,No UV,0,16.46349685
#258,1,No UV,0,16.46438018
#289,1,No UV,0,16.4681283
#974,1,No UV,0,16.4690088
#006,1,No UV,0,16.46955884
#258,1,No UV,0,16.47274493
#974,1,No UV,0,16.47537639
#009,1,No UV,0,16.4760335
#258,1,No UV,0,16.47614299
#317,1,No UV,0,16.47614299
#282,1,No UV,0,16.47669032
#003,1,No UV,0,16.47701861
#006,1,No UV,0,16.47778434
#974,1,No UV,0,16.47800305
#291,1,No UV,0,16.47953307
#009,1,No UV,0,16.48051579
#281,1,No UV,0,16.48095234
#970,1,No UV,0,16.48138876
#970,1,No UV,0,16.48160692
#006,1,No UV,0,16.48269723
#003,1,No UV,0,16.48280622
#974,1,No UV,0,16.48345996
#303,1,No UV,0,16.4849842
#317,1,No UV,0,16.4868329
#006,1,No UV,0,16.48737619
#258,1,No UV,0,16.48748482
#258,1,No UV,0,16.48748482
#317,1,No UV,0,16.48748482
#022,1,No UV,0,16.48791927
#974,1,No UV,0,16.48802786
#009,1,No UV,0,16.48911333
#970,1,No UV,0,16.48998111
#258,1,No UV,0,16.49258135
#022,1,No UV,0,16.4936634
#003,1,No UV,0,16.49398785
#131,1,No UV,0,16.49506885
#258,1,No UV,0,16.49970791
#263,1,No UV,0,16.5004617
#317,1,No UV,0,16.50325804
#009,1,No UV,0,16.50390258
#258,1,No UV,0,16.50583447
#317,1,No UV,0,16.50722812
#003,1,No UV,0,16.50776378
#317,1,No UV,0,16.50797799
#258,1,No UV,0,16.50840631
#006,1,No UV,0,16.51033219
#009,1,No UV,0,16.51097358
#258,1,No UV,0,16.51097358
#006,1,No UV,0,16.51108045
#258,1,No UV,0,16.51108045
#009,1,No UV,0,16.51300276
#006,1,No UV,0,16.51481593
#003,1,No UV,0,16.51545533
#303,1,No UV,0,16.51620093
#289,1,No UV,0,16.51705258
#022,1,No UV,0,16.517159
#289,1,No UV,0,16.51790373
#317,1,No UV,0,16.51928578
#970,1,No UV,0,16.51981698
#006,1,No UV,0,16.52183377
#003,1,No UV,0,16.5230001
#974,1,No UV,0,16.52352994
#258,1,No UV,0,16.52543574
#303,1,No UV,0,16.52670488
#258,1,No UV,0,16.52755036
#974,1,No UV,0,16.52755036
#006,1,No UV,0,16.527656
#317,1,No UV,0,16.52786728
#974,1,No UV,0,16.52818414
#289,1,No UV,0,16.52892319
#131,1,No UV,0,16.53103271
#258,1,No UV,0,16.53198098
#258,1,No UV,0,16.53208631
#022,1,No UV,0,16.53303389
#291,1,No UV,1,16.53671303
#281,1,No UV,0,16.53891602
#258,1,No UV,0,16.53933525
#974,1,No UV,0,16.53996388
#009,1,No UV,0,16.54142961
#131,1,No UV,0,16.54205732
#282,1,No UV,0,16.54247564
#009,1,No UV,0,16.54299838
#258,1,No UV,0,16.54372989
#263,1,No UV,0,16.5443566
#258,1,No UV,0,16.54581788
#009,1,No UV,0,16.54665223
#303,1,No UV,0,16.54706922
#131,1,No UV,0,16.54936054
#258,1,No UV,0,16.54998481
#317,1,No UV,0,16.5522715
#022,1,No UV,0,16.55289452
#263,1,No UV,0,16.55413974
#317,1,No UV,0,16.55569476
#258,1,No UV,0,16.55797243
#970,1,No UV,0,16.55879978
#317,1,No UV,0,16.55941998
#263,1,No UV,0,16.55952332
#009,1,No UV,0,16.55993661
#970,1,No UV,0,16.56117578
#003,1,No UV,0,16.5614854
#009,1,No UV,0,16.56231074
#317,1,No UV,0,16.56272324
#009,1,No UV,0,16.56313561
#282,1,No UV,0,16.56396001
#282,1,No UV,0,16.56396001
#009,1,No UV,0,16.56426904
#258,1,No UV,0,16.56571029
#009,1,No UV,0,16.56643038
#317,1,No UV,0,16.56663605
#974,1,No UV,0,16.57115346
#970,1,No UV,0,16.57146095
#009,1,No UV,0,16.57187084
#970,1,No UV,0,16.57320216
#022,1,No UV,0,16.57330452
#258,1,No UV,0,16.57361155
#258,1,No UV,0,16.57391852
#317,1,No UV,0,16.57422542
#974,1,No UV,0,16.57504351
#258,1,No UV,0,16.57555458
#263,1,No UV,0,16.57820922
#289,1,No UV,0,16.57933087
#263,1,No UV,0,16.58055349
#291,1,No UV,0,16.58116441
#131,1,No UV,0,16.58146978
#009,1,No UV,0,16.58208031
#009,1,No UV,0,16.58380876
#131,1,No UV,1,16.58482453
#258,1,No UV,0,16.5850276
#131,1,No UV,0,16.58543365
#263,1,No UV,0,16.58715808
#303,1,No UV,0,16.58756353
#263,1,No UV,0,16.58958908
#006,1,No UV,0,16.59019619
#289,1,No UV,0,16.59090416
#291,1,No UV,0,16.59100527
#281,1,No UV,0,16.59140964
#006,1,No UV,1,16.59252108
#970,1,No UV,0,16.59262208
#258,1,No UV,0,16.59322791
#258,1,No UV,0,16.59464054
#009,1,No UV,0,16.59574949
#003,1,No UV,0,16.59645474
#263,1,No UV,0,16.59726032
#258,1,No UV,0,16.59846785
#282,1,No UV,0,16.59887014
#022,1,No UV,0,16.59967437
#281,1,No UV,0,16.60007632
#131,1,No UV,0,16.6010807
#009,1,No UV,0,16.60138188
#291,1,No UV,0,16.60148226
#970,1,No UV,0,16.60158263
#009,1,No UV,0,16.601683
#006,1,No UV,0,16.60388926
#003,1,No UV,0,16.60559179
#970,1,No UV,0,16.60589203
#131,1,No UV,1,16.60699237
#003,1,No UV,0,16.60769215
#970,1,No UV,0,16.60949002
#281,1,No UV,0,16.6107871
#282,1,No UV,0,16.6123819
#289,1,No UV,0,16.6123819
#317,1,No UV,0,16.61287991
#289,1,No UV,0,16.6144724
#317,1,No UV,0,16.61457187
#282,1,No UV,0,16.61626185
#317,1,No UV,0,16.6166592
#009,1,No UV,0,16.61735431
#970,1,No UV,0,16.6210229
#281,1,No UV,0,16.62171591
#006,1,No UV,0,16.62300204
#009,1,No UV,0,16.62300204
#291,1,No UV,1,16.62636036
#282,1,No UV,0,16.62655767
#303,1,No UV,0,16.62931711
#006,1,No UV,0,16.62990773
#303,1,No UV,0,16.63059649
#970,1,No UV,0,16.63069485
#009,1,No UV,0,16.63128491
#258,1,No UV,0,16.63167815
#282,1,No UV,0,16.63197301
#303,1,No UV,0,16.63207128
#006,1,No UV,1,16.63256255
#317,1,No UV,0,16.63334822
#317,1,No UV,0,16.63413347
#263,1,No UV,0,16.63442783
#009,1,No UV,0,16.6362907
#263,1,No UV,0,16.63775969
#317,1,No UV,0,16.64098621
#970,1,No UV,0,16.6416697
#303,1,No UV,0,16.64410808
#974,1,No UV,0,16.64420553
#022,1,No UV,0,16.6448875
#009,1,No UV,0,16.64498489
#006,1,No UV,0,16.64712597
#291,1,No UV,0,16.64965224
#317,1,No UV,0,16.64965224
#258,1,No UV,0,16.64994345
#006,1,No UV,0,16.65013755
#009,1,No UV,0,16.65062271
#003,1,No UV,0,16.65071972
#974,1,No UV,0,16.65198026
#131,1,No UV,0,16.65449806
#131,1,No UV,0,16.65623857
#003,1,No UV,0,16.65720462
#281,1,No UV,0,16.65778394
#131,1,No UV,0,16.65807351
#131,1,No UV,0,16.65817002
#009,1,No UV,0,16.65913478
#263,1,No UV,0,16.6595205
#317,1,No UV,0,16.65961691
#009,1,No UV,0,16.66144756
#974,1,No UV,0,16.66183266
#263,1,No UV,0,16.66260256
#009,1,No UV,0,16.66279497
#003,1,No UV,0,16.66346821
#263,1,No UV,0,16.66481374
#131,1,No UV,0,16.66606203
#022,1,No UV,0,16.66692561
#970,1,No UV,0,16.67075747
#022,1,No UV,0,16.67152262
#263,1,No UV,0,16.67534231
#022,1,No UV,0,16.67658153
#974,1,No UV,0,16.68086295
#003,1,No UV,0,16.68257197
#291,1,No UV,0,16.683805
#009,1,No UV,0,16.68513171
#263,1,No UV,0,16.68551054
#258,1,No UV,0,16.68617326
#974,1,No UV,0,16.68617326
#006,1,No UV,0,16.68683568
#970,1,No UV,0,16.68683568
#263,1,No UV,0,16.68749779
#289,1,No UV,0,16.687876
#258,1,No UV,0,16.68872662
#317,1,No UV,0,16.68938787
#003,1,No UV,0,16.69259532
#317,1,No UV,0,16.69268955
#003,1,No UV,0,16.69400811
#003,1,No UV,0,16.69447874
#289,1,No UV,0,16.69579567
#009,1,No UV,0,16.69711139
#317,1,No UV,0,16.69795659
#291,1,No UV,0,16.70002053
#263,1,No UV,0,16.70105139
#003,1,No UV,0,16.70170701
#281,1,No UV,0,16.7019879
#263,1,No UV,0,16.70432652
#258,1,No UV,0,16.70600799
#003,1,No UV,0,16.70638138
#970,1,No UV,0,16.70722116
#009,1,No UV,0,16.70778074
#258,1,No UV,0,16.70787398
#970,1,No UV,0,16.7087129
#263,1,No UV,0,16.70955132
#317,1,No UV,0,16.70983069
#317,1,No UV,0,16.71150575
#009,1,No UV,0,16.71159875
#022,1,No UV,0,16.71187772
#317,1,No UV,0,16.7119707
#022,1,No UV,0,16.7122496
#131,1,No UV,0,16.71262138
#282,1,No UV,0,16.71327177
#974,1,No UV,0,16.71336465
#289,1,No UV,0,16.71438603
#006,1,No UV,0,16.71503562
#003,1,No UV,0,16.71540668
#258,1,No UV,0,16.71614853
#317,1,No UV,0,16.71642662
#258,1,No UV,0,16.71772367
#263,1,No UV,0,16.71855688
#258,1,No UV,0,16.7193896
#303,1,No UV,0,16.72086882
#263,1,No UV,0,16.72336155
#317,1,No UV,0,16.72391491
#263,1,No UV,0,16.72446806
#006,1,No UV,0,16.72713861
#258,1,No UV,0,16.73026331
#003,1,No UV,0,16.73154799
#281,1,No UV,0,16.73173142
#258,1,No UV,0,16.73557813
#974,1,No UV,0,16.73612682
#009,1,No UV,0,16.74005302
#974,1,No UV,0,16.74105568
#263,1,No UV,0,16.74287692
#970,1,No UV,0,16.74378668
#009,1,No UV,0,16.74424134
#317,1,No UV,1,16.74533195
#263,1,No UV,0,16.7454228
#263,1,No UV,0,16.74605857
#317,1,No UV,0,16.74642174
#263,1,No UV,0,16.74660329
#282,1,No UV,0,16.74878012
#289,1,No UV,0,16.74878012
#970,1,No UV,0,16.75122514
#006,1,No UV,0,16.75203922
#003,1,No UV,0,16.75294322
#291,1,No UV,0,16.75312396
#303,1,No UV,0,16.75339501
#009,1,No UV,0,16.75375634
#131,1,No UV,0,16.754569
#970,1,No UV,0,16.75826533
#289,1,No UV,0,16.75880546
#006,1,No UV,0,16.76222162
#003,1,No UV,0,16.763209
#009,1,No UV,0,16.76392667
#258,1,No UV,0,16.76509212
#291,1,No UV,0,16.7674202
#258,1,No UV,0,16.768851
#970,1,No UV,0,16.76894038
#006,1,No UV,0,16.76902975
#258,1,No UV,0,16.77295667
#263,1,No UV,0,16.7740258
#291,1,No UV,0,16.77527211
#131,1,No UV,0,16.77722843
#263,1,No UV,0,16.77882708
#281,1,No UV,0,16.77935957
#974,1,No UV,0,16.78210764
#263,1,No UV,0,16.78219621
#258,1,No UV,0,16.78237331
#009,1,No UV,0,16.78255039
#291,1,No UV,1,16.78272745
#258,1,No UV,0,16.78290449
#009,1,No UV,0,16.78378937
#974,1,No UV,0,16.78502728
#263,1,No UV,0,16.78652902
#131,1,No UV,0,16.78723519
#317,1,No UV,0,16.79269628
#282,1,No UV,0,16.7930479
#970,1,No UV,1,16.79515582
#009,1,No UV,0,16.79743593
#258,1,No UV,1,16.79962495
#282,1,No UV,0,16.80093677
#281,1,No UV,1,16.80137378
#131,1,No UV,0,16.80154854
#974,1,No UV,0,16.80172329
#291,1,No UV,0,16.80538805
#022,1,No UV,0,16.80591083
#970,1,No UV,0,16.80669464
#317,1,No UV,0,16.80712991
#022,1,No UV,0,16.80721695
#291,1,No UV,0,16.80791306
#291,1,No UV,0,16.80886967
#263,1,No UV,1,16.80913045
#263,1,No UV,0,16.80930428
#003,1,No UV,0,16.81043366
#970,1,No UV,0,16.8138165
#258,1,No UV,0,16.81442284
#003,1,No UV,0,16.81909176
#003,1,No UV,0,16.81917808
#291,1,No UV,0,16.81986845
#289,1,No UV,0,16.81995472
#003,1,No UV,0,16.82004099
#263,1,No UV,0,16.82133438
#003,1,No UV,0,16.82228214
#263,1,No UV,0,16.82383166
#258,1,No UV,0,16.82520762
#131,1,No UV,0,16.82529358
#289,1,No UV,0,16.82529358
#006,1,No UV,1,16.8264964
#281,1,No UV,0,16.82735494
#317,1,No UV,0,16.82735494
#003,1,No UV,0,16.82795562
#289,1,No UV,0,16.82924194
#263,1,No UV,0,16.82975614
#003,1,No UV,0,16.83035582
#131,1,No UV,0,16.83095525
#974,1,No UV,0,16.83181114
#291,1,No UV,0,16.8322389
#006,1,No UV,0,16.83369233
#022,1,No UV,0,16.83488817
#282,1,No UV,0,16.83736211
#006,1,No UV,0,16.83940631
#970,1,No UV,0,16.83966164
#006,1,No UV,0,16.84263705
#006,1,No UV,0,16.84509776
#974,1,No UV,0,16.84526731
#282,1,No UV,0,16.84611476
#009,1,No UV,0,16.84789278
#291,1,No UV,0,16.8483158
#282,1,No UV,0,16.84975312
#282,1,No UV,0,16.85000662
#258,1,No UV,0,16.85127344
#970,1,No UV,0,16.85270782
#974,1,No UV,0,16.85279215
#263,1,No UV,0,16.85346663
#003,1,No UV,0,16.85371947
#003,1,No UV,0,16.85422503
#974,1,No UV,0,16.85447774
#291,1,No UV,0,16.85456197
#006,1,No UV,0,16.8558248
#303,1,No UV,0,16.85616136
#258,1,No UV,0,16.85632962
#289,1,No UV,0,16.85691835
#282,1,No UV,0,16.85927089
#289,1,No UV,0,16.86187102
#291,1,No UV,0,16.8624575
#970,1,No UV,0,16.8624575
#263,1,No UV,0,16.86304374
#970,1,No UV,0,16.86597138
#003,1,No UV,0,16.86630558
#289,1,No UV,0,16.86730775
#009,1,No UV,0,16.86981011
#003,1,No UV,0,16.87097639
#006,1,No UV,0,16.8725577
#317,1,No UV,0,16.87355553
#289,1,No UV,0,16.87530007
#022,1,No UV,0,16.87613007
#970,1,No UV,0,16.87621304
#022,1,No UV,0,16.87820297
#289,1,No UV,0,16.87878284
#022,1,No UV,0,16.87985914
#303,1,No UV,0,16.88068652
#303,1,No UV,0,16.88076923
#281,1,No UV,0,16.88110003
#303,1,No UV,0,16.88151342
#291,1,No UV,0,16.88209197
#291,1,No UV,0,16.88308323
#317,1,No UV,0,16.88498124
#003,1,No UV,0,16.88547596
#258,1,No UV,0,16.88613533
#131,1,No UV,0,16.88827619
#291,1,No UV,0,16.89172782
#131,1,No UV,0,16.89254841
#263,1,No UV,0,16.8938604
